Trust QEHVI;Understanding QEHVI;MentalLoad QEHVI;PerceivedSafety QEHVI;Aesthetics QEHVI;Acceptance QEHVI;Trajectory;TrajectoryAlpha;TrajectorySize;EgoTrajectory;EgoTrajectoryAlpha;EgoTrajectorySize;PedestrianIntention ;PedestrianIntentionSize ;SemanticSegmentation;SemanticSegmentationAlpha;CarStatus;CarStatusAlpha;CoveredArea;CoveredAreaAlpha;CoveredAreaSize;OccludedCars;IsPareto;Run;UserID;GroupID;LongitudinalID
4.0;4.25;14.0;1.5;7.0;7.0;0.75;0.608;0.462;0.75;0.714;0.34;0.75;0.144;0.75;0.226;0.75;0.308;0.75;0.451;0.328;0.75;TRUE;0;571F8B7D936F5F0009C6D7C9;GroupE;GroupE_BO
4.0;4.25;12.0;1.0;7.0;7.0;0.25;0.1;0.1;0.25;0.1;0.6;0.25;0.116;0.25;0.56;0.25;1.0;0.75;0.527;0.8;0.75;FALSE;0;571F8B7D936F5F0009C6D7C9;GroupE;GroupE_BO
4.0;4.25;11.0;1.75;7.0;7.0;0.75;0.682;0.346;0.75;0.783;0.249;0.75;0.114;0.75;0.288;0.75;0.336;0.75;0.505;0.37;0.75;TRUE;0;571F8B7D936F5F0009C6D7C9;GroupE;GroupE_BO
4.0;4.25;10.0;2.75;7.0;7.0;0.75;0.609;0.315;0.75;0.699;0.293;0.75;0.114;0.75;0.32;0.75;0.422;0.75;0.507;0.425;0.75;TRUE;0;571F8B7D936F5F0009C6D7C9;GroupE;GroupE_BO
4.0;4.25;10.0;2.0;7.0;7.0;0.75;0.644;0.349;0.75;0.716;0.279;0.75;0.12;0.75;0.142;0.75;0.407;0.75;0.432;0.413;0.75;FALSE;0;571F8B7D936F5F0009C6D7C9;GroupE;GroupE_BO
4.0;3.25;10.0;2.0;7.0;7.0;0.75;0.647;0.313;0.75;0.764;0.264;0.75;0.109;0.75;0.455;0.75;0.353;0.75;0.575;0.384;0.75;FALSE;0;571F8B7D936F5F0009C6D7C9;GroupE;GroupE_BO
4.0;3.75;9.0;2.0;7.0;6.5;0.75;0.71;0.297;0.75;0.725;0.254;0.75;0.132;0.75;0.301;0.75;0.408;0.75;0.428;0.4;0.75;FALSE;0;571F8B7D936F5F0009C6D7C9;GroupE;GroupE_BO
4.0;4.5;7.0;2.0;7.0;7.0;0.75;0.574;0.369;0.75;0.759;0.289;0.75;0.1;0.75;0.304;0.75;0.347;0.25;0.591;0.395;0.75;TRUE;0;571F8B7D936F5F0009C6D7C9;GroupE;GroupE_BO
4.0;3.75;6.0;1.25;7.0;7.0;0.75;0.711;0.342;0.25;0.768;0.236;0.75;0.1;0.75;0.205;0.75;0.389;0.75;0.508;0.466;0.75;FALSE;0;571F8B7D936F5F0009C6D7C9;GroupE;GroupE_BO
4.0;4.5;7.0;-0.25;7.0;7.0;0.75;0.613;0.302;0.75;0.688;0.303;0.75;0.113;0.75;0.352;0.75;0.404;0.75;0.436;0.345;0.75;FALSE;0;571F8B7D936F5F0009C6D7C9;GroupE;GroupE_BO
4.0;4.5;7.0;-0.25;7.0;7.0;0.75;0.664;0.332;0.75;0.753;0.262;0.75;0.114;0.75;0.303;0.75;0.369;0.75;0.506;0.395;0.75;FALSE;0;571F8B7D936F5F0009C6D7C9;GroupE;GroupE_BO
